interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,load
2025-10-05 05:20:00-07:00,2025-10-05 12:20:00+00:00,2025-10-05 05:25:00-07:00,2025-10-05 12:25:00+00:00,19996
2025-10-05 05:25:00-07:00,2025-10-05 12:25:00+00:00,2025-10-05 05:30:00-07:00,2025-10-05 12:30:00+00:00,19995
2025-10-05 05:30:00-07:00,2025-10-05 12:30:00+00:00,2025-10-05 05:35:00-07:00,2025-10-05 12:35:00+00:00,20008
2025-10-05 05:35:00-07:00,2025-10-05 12:35:00+00:00,2025-10-05 05:40:00-07:00,2025-10-05 12:40:00+00:00,20028
2025-10-05 05:40:00-07:00,2025-10-05 12:40:00+00:00,2025-10-05 05:45:00-07:00,2025-10-05 12:45:00+00:00,20031
2025-10-05 05:45:00-07:00,2025-10-05 12:45:00+00:00,2025-10-05 05:50:00-07:00,2025-10-05 12:50:00+00:00,20052
2025-10-05 05:50:00-07:00,2025-10-05 12:50:00+00:00,2025-10-05 05:55:00-07:00,2025-10-05 12:55:00+00:00,20092
2025-10-05 05:55:00-07:00,2025-10-05 12:55:00+00:00,2025-10-05 06:00:00-07:00,2025-10-05 13:00:00+00:00,20107
2025-10-05 06:00:00-07:00,2025-10-05 13:00:00+00:00,2025-10-05 06:05:00-07:00,2025-10-05 13:05:00+00:00,20136
2025-10-05 06:05:00-07:00,2025-10-05 13:05:00+00:00,2025-10-05 06:10:00-07:00,2025-10-05 13:10:00+00:00,20258
2025-10-05 06:10:00-07:00,2025-10-05 13:10:00+00:00,2025-10-05 06:15:00-07:00,2025-10-05 13:15:00+00:00,20327
2025-10-05 06:15:00-07:00,2025-10-05 13:15:00+00:00,2025-10-05 06:20:00-07:00,2025-10-05 13:20:00+00:00,20356
2025-10-05 06:20:00-07:00,2025-10-05 13:20:00+00:00,2025-10-05 06:25:00-07:00,2025-10-05 13:25:00+00:00,20408
2025-10-05 06:25:00-07:00,2025-10-05 13:25:00+00:00,2025-10-05 06:30:00-07:00,2025-10-05 13:30:00+00:00,20498
2025-10-05 06:30:00-07:00,2025-10-05 13:30:00+00:00,2025-10-05 06:35:00-07:00,2025-10-05 13:35:00+00:00,20503
2025-10-05 06:35:00-07:00,2025-10-05 13:35:00+00:00,2025-10-05 06:40:00-07:00,2025-10-05 13:40:00+00:00,20532
2025-10-05 06:40:00-07:00,2025-10-05 13:40:00+00:00,2025-10-05 06:45:00-07:00,2025-10-05 13:45:00+00:00,20563
2025-10-05 06:45:00-07:00,2025-10-05 13:45:00+00:00,2025-10-05 06:50:00-07:00,2025-10-05 13:50:00+00:00,20545
2025-10-05 06:50:00-07:00,2025-10-05 13:50:00+00:00,2025-10-05 06:55:00-07:00,2025-10-05 13:55:00+00:00,20528
2025-10-05 06:55:00-07:00,2025-10-05 13:55:00+00:00,2025-10-05 07:00:00-07:00,2025-10-05 14:00:00+00:00,20559
2025-10-05 07:00:00-07:00,2025-10-05 14:00:00+00:00,2025-10-05 07:05:00-07:00,2025-10-05 14:05:00+00:00,20462
2025-10-05 07:05:00-07:00,2025-10-05 14:05:00+00:00,2025-10-05 07:10:00-07:00,2025-10-05 14:10:00+00:00,20609
2025-10-05 07:10:00-07:00,2025-10-05 14:10:00+00:00,2025-10-05 07:15:00-07:00,2025-10-05 14:15:00+00:00,20593
2025-10-05 07:15:00-07:00,2025-10-05 14:15:00+00:00,2025-10-05 07:20:00-07:00,2025-10-05 14:20:00+00:00,20564
2025-10-05 07:20:00-07:00,2025-10-05 14:20:00+00:00,2025-10-05 07:25:00-07:00,2025-10-05 14:25:00+00:00,20518
2025-10-05 07:25:00-07:00,2025-10-05 14:25:00+00:00,2025-10-05 07:30:00-07:00,2025-10-05 14:30:00+00:00,20541
2025-10-05 07:30:00-07:00,2025-10-05 14:30:00+00:00,2025-10-05 07:35:00-07:00,2025-10-05 14:35:00+00:00,20401
2025-10-05 07:35:00-07:00,2025-10-05 14:35:00+00:00,2025-10-05 07:40:00-07:00,2025-10-05 14:40:00+00:00,20328
2025-10-05 07:40:00-07:00,2025-10-05 14:40:00+00:00,2025-10-05 07:45:00-07:00,2025-10-05 14:45:00+00:00,20285
2025-10-05 07:45:00-07:00,2025-10-05 14:45:00+00:00,2025-10-05 07:50:00-07:00,2025-10-05 14:50:00+00:00,20223
2025-10-05 07:50:00-07:00,2025-10-05 14:50:00+00:00,2025-10-05 07:55:00-07:00,2025-10-05 14:55:00+00:00,20251
2025-10-05 07:55:00-07:00,2025-10-05 14:55:00+00:00,2025-10-05 08:00:00-07:00,2025-10-05 15:00:00+00:00,19956
2025-10-05 08:00:00-07:00,2025-10-05 15:00:00+00:00,2025-10-05 08:05:00-07:00,2025-10-05 15:05:00+00:00,19763
2025-10-05 08:05:00-07:00,2025-10-05 15:05:00+00:00,2025-10-05 08:10:00-07:00,2025-10-05 15:10:00+00:00,19777
2025-10-05 08:10:00-07:00,2025-10-05 15:10:00+00:00,2025-10-05 08:15:00-07:00,2025-10-05 15:15:00+00:00,19936
2025-10-05 08:15:00-07:00,2025-10-05 15:15:00+00:00,2025-10-05 08:20:00-07:00,2025-10-05 15:20:00+00:00,19816
2025-10-05 08:20:00-07:00,2025-10-05 15:20:00+00:00,2025-10-05 08:25:00-07:00,2025-10-05 15:25:00+00:00,19633
2025-10-05 08:25:00-07:00,2025-10-05 15:25:00+00:00,2025-10-05 08:30:00-07:00,2025-10-05 15:30:00+00:00,19656
2025-10-05 08:30:00-07:00,2025-10-05 15:30:00+00:00,2025-10-05 08:35:00-07:00,2025-10-05 15:35:00+00:00,19492
2025-10-05 08:35:00-07:00,2025-10-05 15:35:00+00:00,2025-10-05 08:40:00-07:00,2025-10-05 15:40:00+00:00,19337
2025-10-05 08:40:00-07:00,2025-10-05 15:40:00+00:00,2025-10-05 08:45:00-07:00,2025-10-05 15:45:00+00:00,19246
2025-10-05 08:45:00-07:00,2025-10-05 15:45:00+00:00,2025-10-05 08:50:00-07:00,2025-10-05 15:50:00+00:00,18975
2025-10-05 08:50:00-07:00,2025-10-05 15:50:00+00:00,2025-10-05 08:55:00-07:00,2025-10-05 15:55:00+00:00,18846
2025-10-05 08:55:00-07:00,2025-10-05 15:55:00+00:00,2025-10-05 09:00:00-07:00,2025-10-05 16:00:00+00:00,18716
2025-10-05 09:00:00-07:00,2025-10-05 16:00:00+00:00,2025-10-05 09:05:00-07:00,2025-10-05 16:05:00+00:00,18653
2025-10-05 09:05:00-07:00,2025-10-05 16:05:00+00:00,2025-10-05 09:10:00-07:00,2025-10-05 16:10:00+00:00,18718
2025-10-05 09:10:00-07:00,2025-10-05 16:10:00+00:00,2025-10-05 09:15:00-07:00,2025-10-05 16:15:00+00:00,18435
2025-10-05 09:15:00-07:00,2025-10-05 16:15:00+00:00,2025-10-05 09:20:00-07:00,2025-10-05 16:20:00+00:00,18448
2025-10-05 09:20:00-07:00,2025-10-05 16:20:00+00:00,2025-10-05 09:25:00-07:00,2025-10-05 16:25:00+00:00,18262
2025-10-05 09:25:00-07:00,2025-10-05 16:25:00+00:00,2025-10-05 09:30:00-07:00,2025-10-05 16:30:00+00:00,18148
2025-10-05 09:30:00-07:00,2025-10-05 16:30:00+00:00,2025-10-05 09:35:00-07:00,2025-10-05 16:35:00+00:00,17972
2025-10-05 09:35:00-07:00,2025-10-05 16:35:00+00:00,2025-10-05 09:40:00-07:00,2025-10-05 16:40:00+00:00,17896
2025-10-05 09:40:00-07:00,2025-10-05 16:40:00+00:00,2025-10-05 09:45:00-07:00,2025-10-05 16:45:00+00:00,17772
2025-10-05 09:45:00-07:00,2025-10-05 16:45:00+00:00,2025-10-05 09:50:00-07:00,2025-10-05 16:50:00+00:00,17633
2025-10-05 09:50:00-07:00,2025-10-05 16:50:00+00:00,2025-10-05 09:55:00-07:00,2025-10-05 16:55:00+00:00,17486
2025-10-05 09:55:00-07:00,2025-10-05 16:55:00+00:00,2025-10-05 10:00:00-07:00,2025-10-05 17:00:00+00:00,17355
2025-10-05 10:00:00-07:00,2025-10-05 17:00:00+00:00,2025-10-05 10:05:00-07:00,2025-10-05 17:05:00+00:00,17189
2025-10-05 10:05:00-07:00,2025-10-05 17:05:00+00:00,2025-10-05 10:10:00-07:00,2025-10-05 17:10:00+00:00,17582
2025-10-05 10:10:00-07:00,2025-10-05 17:10:00+00:00,2025-10-05 10:15:00-07:00,2025-10-05 17:15:00+00:00,17698
2025-10-05 10:15:00-07:00,2025-10-05 17:15:00+00:00,2025-10-05 10:20:00-07:00,2025-10-05 17:20:00+00:00,17601
2025-10-05 10:20:00-07:00,2025-10-05 17:20:00+00:00,2025-10-05 10:25:00-07:00,2025-10-05 17:25:00+00:00,17480
2025-10-05 10:25:00-07:00,2025-10-05 17:25:00+00:00,2025-10-05 10:30:00-07:00,2025-10-05 17:30:00+00:00,17357
2025-10-05 10:30:00-07:00,2025-10-05 17:30:00+00:00,2025-10-05 10:35:00-07:00,2025-10-05 17:35:00+00:00,17244
2025-10-05 10:35:00-07:00,2025-10-05 17:35:00+00:00,2025-10-05 10:40:00-07:00,2025-10-05 17:40:00+00:00,17177
2025-10-05 10:40:00-07:00,2025-10-05 17:40:00+00:00,2025-10-05 10:45:00-07:00,2025-10-05 17:45:00+00:00,17051
2025-10-05 10:45:00-07:00,2025-10-05 17:45:00+00:00,2025-10-05 10:50:00-07:00,2025-10-05 17:50:00+00:00,16945
2025-10-05 10:50:00-07:00,2025-10-05 17:50:00+00:00,2025-10-05 10:55:00-07:00,2025-10-05 17:55:00+00:00,16881
2025-10-05 10:55:00-07:00,2025-10-05 17:55:00+00:00,2025-10-05 11:00:00-07:00,2025-10-05 18:00:00+00:00,16787
2025-10-05 11:00:00-07:00,2025-10-05 18:00:00+00:00,2025-10-05 11:05:00-07:00,2025-10-05 18:05:00+00:00,16790
2025-10-05 11:05:00-07:00,2025-10-05 18:05:00+00:00,2025-10-05 11:10:00-07:00,2025-10-05 18:10:00+00:00,16759
2025-10-05 11:10:00-07:00,2025-10-05 18:10:00+00:00,2025-10-05 11:15:00-07:00,2025-10-05 18:15:00+00:00,16506
2025-10-05 11:15:00-07:00,2025-10-05 18:15:00+00:00,2025-10-05 11:20:00-07:00,2025-10-05 18:20:00+00:00,16367
2025-10-05 11:20:00-07:00,2025-10-05 18:20:00+00:00,2025-10-05 11:25:00-07:00,2025-10-05 18:25:00+00:00,16308
2025-10-05 11:25:00-07:00,2025-10-05 18:25:00+00:00,2025-10-05 11:30:00-07:00,2025-10-05 18:30:00+00:00,16272
2025-10-05 11:30:00-07:00,2025-10-05 18:30:00+00:00,2025-10-05 11:35:00-07:00,2025-10-05 18:35:00+00:00,16249
2025-10-05 11:35:00-07:00,2025-10-05 18:35:00+00:00,2025-10-05 11:40:00-07:00,2025-10-05 18:40:00+00:00,16205
2025-10-05 11:40:00-07:00,2025-10-05 18:40:00+00:00,2025-10-05 11:45:00-07:00,2025-10-05 18:45:00+00:00,16153
2025-10-05 11:45:00-07:00,2025-10-05 18:45:00+00:00,2025-10-05 11:50:00-07:00,2025-10-05 18:50:00+00:00,16119
2025-10-05 11:50:00-07:00,2025-10-05 18:50:00+00:00,2025-10-05 11:55:00-07:00,2025-10-05 18:55:00+00:00,16069
2025-10-05 11:55:00-07:00,2025-10-05 18:55:00+00:00,2025-10-05 12:00:00-07:00,2025-10-05 19:00:00+00:00,16073
2025-10-05 12:00:00-07:00,2025-10-05 19:00:00+00:00,2025-10-05 12:05:00-07:00,2025-10-05 19:05:00+00:00,15930
2025-10-05 12:05:00-07:00,2025-10-05 19:05:00+00:00,2025-10-05 12:10:00-07:00,2025-10-05 19:10:00+00:00,16037
2025-10-05 12:10:00-07:00,2025-10-05 19:10:00+00:00,2025-10-05 12:15:00-07:00,2025-10-05 19:15:00+00:00,16028
2025-10-05 12:15:00-07:00,2025-10-05 19:15:00+00:00,2025-10-05 12:20:00-07:00,2025-10-05 19:20:00+00:00,15910
2025-10-05 12:20:00-07:00,2025-10-05 19:20:00+00:00,2025-10-05 12:25:00-07:00,2025-10-05 19:25:00+00:00,15943
2025-10-05 12:25:00-07:00,2025-10-05 19:25:00+00:00,2025-10-05 12:30:00-07:00,2025-10-05 19:30:00+00:00,15828
2025-10-05 12:30:00-07:00,2025-10-05 19:30:00+00:00,2025-10-05 12:35:00-07:00,2025-10-05 19:35:00+00:00,15851
2025-10-05 12:35:00-07:00,2025-10-05 19:35:00+00:00,2025-10-05 12:40:00-07:00,2025-10-05 19:40:00+00:00,15871
2025-10-05 12:40:00-07:00,2025-10-05 19:40:00+00:00,2025-10-05 12:45:00-07:00,2025-10-05 19:45:00+00:00,16024
2025-10-05 12:45:00-07:00,2025-10-05 19:45:00+00:00,2025-10-05 12:50:00-07:00,2025-10-05 19:50:00+00:00,16055
2025-10-05 12:50:00-07:00,2025-10-05 19:50:00+00:00,2025-10-05 12:55:00-07:00,2025-10-05 19:55:00+00:00,16041
2025-10-05 12:55:00-07:00,2025-10-05 19:55:00+00:00,2025-10-05 13:00:00-07:00,2025-10-05 20:00:00+00:00,16075
2025-10-05 13:00:00-07:00,2025-10-05 20:00:00+00:00,2025-10-05 13:05:00-07:00,2025-10-05 20:05:00+00:00,16113
2025-10-05 13:05:00-07:00,2025-10-05 20:05:00+00:00,2025-10-05 13:10:00-07:00,2025-10-05 20:10:00+00:00,16503
2025-10-05 13:10:00-07:00,2025-10-05 20:10:00+00:00,2025-10-05 13:15:00-07:00,2025-10-05 20:15:00+00:00,16455
2025-10-05 13:15:00-07:00,2025-10-05 20:15:00+00:00,2025-10-05 13:20:00-07:00,2025-10-05 20:20:00+00:00,16602
2025-10-05 13:20:00-07:00,2025-10-05 20:20:00+00:00,2025-10-05 13:25:00-07:00,2025-10-05 20:25:00+00:00,16606
2025-10-05 13:25:00-07:00,2025-10-05 20:25:00+00:00,2025-10-05 13:30:00-07:00,2025-10-05 20:30:00+00:00,16538
2025-10-05 13:30:00-07:00,2025-10-05 20:30:00+00:00,2025-10-05 13:35:00-07:00,2025-10-05 20:35:00+00:00,16613
2025-10-05 13:35:00-07:00,2025-10-05 20:35:00+00:00,2025-10-05 13:40:00-07:00,2025-10-05 20:40:00+00:00,16978
2025-10-05 13:40:00-07:00,2025-10-05 20:40:00+00:00,2025-10-05 13:45:00-07:00,2025-10-05 20:45:00+00:00,17031
2025-10-05 13:45:00-07:00,2025-10-05 20:45:00+00:00,2025-10-05 13:50:00-07:00,2025-10-05 20:50:00+00:00,17024
2025-10-05 13:50:00-07:00,2025-10-05 20:50:00+00:00,2025-10-05 13:55:00-07:00,2025-10-05 20:55:00+00:00,17118
2025-10-05 13:55:00-07:00,2025-10-05 20:55:00+00:00,2025-10-05 14:00:00-07:00,2025-10-05 21:00:00+00:00,17297
2025-10-05 14:00:00-07:00,2025-10-05 21:00:00+00:00,2025-10-05 14:05:00-07:00,2025-10-05 21:05:00+00:00,17359
2025-10-05 14:05:00-07:00,2025-10-05 21:05:00+00:00,2025-10-05 14:10:00-07:00,2025-10-05 21:10:00+00:00,17271
2025-10-05 14:10:00-07:00,2025-10-05 21:10:00+00:00,2025-10-05 14:15:00-07:00,2025-10-05 21:15:00+00:00,17474
2025-10-05 14:15:00-07:00,2025-10-05 21:15:00+00:00,2025-10-05 14:20:00-07:00,2025-10-05 21:20:00+00:00,17638
2025-10-05 14:20:00-07:00,2025-10-05 21:20:00+00:00,2025-10-05 14:25:00-07:00,2025-10-05 21:25:00+00:00,17704
2025-10-05 14:25:00-07:00,2025-10-05 21:25:00+00:00,2025-10-05 14:30:00-07:00,2025-10-05 21:30:00+00:00,17771
2025-10-05 14:30:00-07:00,2025-10-05 21:30:00+00:00,2025-10-05 14:35:00-07:00,2025-10-05 21:35:00+00:00,18034
2025-10-05 14:35:00-07:00,2025-10-05 21:35:00+00:00,2025-10-05 14:40:00-07:00,2025-10-05 21:40:00+00:00,17991
2025-10-05 14:40:00-07:00,2025-10-05 21:40:00+00:00,2025-10-05 14:45:00-07:00,2025-10-05 21:45:00+00:00,18458
2025-10-05 14:45:00-07:00,2025-10-05 21:45:00+00:00,2025-10-05 14:50:00-07:00,2025-10-05 21:50:00+00:00,18573
2025-10-05 14:50:00-07:00,2025-10-05 21:50:00+00:00,2025-10-05 14:55:00-07:00,2025-10-05 21:55:00+00:00,18772
2025-10-05 14:55:00-07:00,2025-10-05 21:55:00+00:00,2025-10-05 15:00:00-07:00,2025-10-05 22:00:00+00:00,18778
2025-10-05 15:00:00-07:00,2025-10-05 22:00:00+00:00,2025-10-05 15:05:00-07:00,2025-10-05 22:05:00+00:00,19101
2025-10-05 15:05:00-07:00,2025-10-05 22:05:00+00:00,2025-10-05 15:10:00-07:00,2025-10-05 22:10:00+00:00,19324
2025-10-05 15:10:00-07:00,2025-10-05 22:10:00+00:00,2025-10-05 15:15:00-07:00,2025-10-05 22:15:00+00:00,19465
2025-10-05 15:15:00-07:00,2025-10-05 22:15:00+00:00,2025-10-05 15:20:00-07:00,2025-10-05 22:20:00+00:00,19642
2025-10-05 15:20:00-07:00,2025-10-05 22:20:00+00:00,2025-10-05 15:25:00-07:00,2025-10-05 22:25:00+00:00,19830
2025-10-05 15:25:00-07:00,2025-10-05 22:25:00+00:00,2025-10-05 15:30:00-07:00,2025-10-05 22:30:00+00:00,20030
2025-10-05 15:30:00-07:00,2025-10-05 22:30:00+00:00,2025-10-05 15:35:00-07:00,2025-10-05 22:35:00+00:00,20314
2025-10-05 15:35:00-07:00,2025-10-05 22:35:00+00:00,2025-10-05 15:40:00-07:00,2025-10-05 22:40:00+00:00,20540
2025-10-05 15:40:00-07:00,2025-10-05 22:40:00+00:00,2025-10-05 15:45:00-07:00,2025-10-05 22:45:00+00:00,20800
2025-10-05 15:45:00-07:00,2025-10-05 22:45:00+00:00,2025-10-05 15:50:00-07:00,2025-10-05 22:50:00+00:00,20924
2025-10-05 15:50:00-07:00,2025-10-05 22:50:00+00:00,2025-10-05 15:55:00-07:00,2025-10-05 22:55:00+00:00,21157
2025-10-05 15:55:00-07:00,2025-10-05 22:55:00+00:00,2025-10-05 16:00:00-07:00,2025-10-05 23:00:00+00:00,21385
2025-10-05 16:00:00-07:00,2025-10-05 23:00:00+00:00,2025-10-05 16:05:00-07:00,2025-10-05 23:05:00+00:00,21634
2025-10-05 16:05:00-07:00,2025-10-05 23:05:00+00:00,2025-10-05 16:10:00-07:00,2025-10-05 23:10:00+00:00,21712
2025-10-05 16:10:00-07:00,2025-10-05 23:10:00+00:00,2025-10-05 16:15:00-07:00,2025-10-05 23:15:00+00:00,21941
2025-10-05 16:15:00-07:00,2025-10-05 23:15:00+00:00,2025-10-05 16:20:00-07:00,2025-10-05 23:20:00+00:00,22166
